Address,Amenities,Neighborhood,NeighborhoodLink,PropertyId,PropertyName,PropertyUrl,ReviewScore,VerifiedListing,is_single_unit
1201 California St,"['Air Conditioning', 'Smoke Free', 'Tub/Shower', 'Sprinkler System', 'Oven', 'Range', 'Breakfast Nook', 'Hardwood Floors', 'Carpet', 'Tile Floors', 'Patio']",Union Square,https://www.apartments.com/union-square-san-francisco-ca/,1fex1p7,1201 California St,https://www.apartments.com/1201-california-st-san-francisco-ca/1fex1p7/,0,Un-verified,1
1813 Union St,"['Air Conditioning', 'Smoke Free', 'Tub/Shower', 'Sprinkler System', 'Oven', 'Range', 'Breakfast Nook', 'Hardwood Floors', 'Carpet', 'Patio']",Pacific Heights,https://www.apartments.com/pacific-heights-san-francisco-ca/,fw098zv,1813 Union St,https://www.apartments.com/1813-union-st-san-francisco-ca/fw098zv/,0,Un-verified,1
548 26th ave,"['Washer/Dryer', 'Heating', 'Smoke Free', 'Storage Space', 'Fireplace', 'Framed Mirrors', 'Dishwasher', 'Disposal', 'Kitchen', 'Microwave', 'Refrigerator', 'Freezer', 'Hardwood Floors', 'Dining Room', 'Furnished', 'Double Pane Windows', 'Large Bedrooms', 'Laundry Facilities', 'Gated']",Richmond District,https://www.apartments.com/richmond-district-san-francisco-ca/,n615eym,548 26th Ave Unit 2,https://www.apartments.com/548-26th-ave-san-francisco-ca/n615eym/,0,Un-verified,1
1907 Greenwich St,"['Air Conditioning', 'Smoke Free', 'Tub/Shower', 'Sprinkler System', 'Granite Countertops', 'Oven', 'Range', 'Breakfast Nook', 'Hardwood Floors', 'Carpet', 'Tile Floors', 'Patio']",Cow Hollow,https://www.apartments.com/cow-hollow-san-francisco-ca/,gm9nrry,1907 Greenwich St,https://www.apartments.com/1907-greenwich-st-san-francisco-ca/gm9nrry/,0,Un-verified,1
8 10th st,"['Wi-Fi', 'Washer/Dryer', 'Heating', 'Dishwasher', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer', 'Furnished', 'Doorman', 'Elevator', 'Lounge', 'Corporate Suites', 'Fitness Center', 'Spa', 'Playground', 'Bicycle Storage', 'Roof Terrace', 'Courtyard', 'Grill']",SoMa,https://www.apartments.com/soma-san-francisco-ca/,wglqmel,8 10th St Unit FL8-ID351,https://www.apartments.com/8-10th-st-san-francisco-ca-unit-fl8-id351/wglqmel/,0,Un-verified,1
590 2nd Ave,"['Air Conditioning', 'Smoke Free', 'Tub/Shower', 'Sprinkler System', 'Oven', 'Range', 'Breakfast Nook', 'Hardwood Floors', 'Carpet', 'Patio']",Richmond District,https://www.apartments.com/richmond-district-san-francisco-ca/,xg7wl9m,590 2nd Ave,https://www.apartments.com/590-2nd-ave-san-francisco-ca/xg7wl9m/,0,Un-verified,1
5518 California St,"['Air Conditioning', 'Smoke Free', 'Tub/Shower', 'Sprinkler System', 'Oven', 'Range', 'Breakfast Nook', 'Hardwood Floors', 'Carpet', 'Office', 'Patio', 'Yard']",Lake Street,https://www.apartments.com/lake-street-san-francisco-ca/,ksse7wb,5518 California St,https://www.apartments.com/5518-california-st-san-francisco-ca/ksse7wb/,0,Un-verified,1
3163 Washington St,"['Air Conditioning', 'Smoke Free', 'Tub/Shower', 'Sprinkler System', 'Oven', 'Range', 'Breakfast Nook', 'Hardwood Floors', 'Carpet', 'Patio']",Pacific Heights,https://www.apartments.com/pacific-heights-san-francisco-ca/,5ptdddn,3163 Washington St,https://www.apartments.com/3163-washington-st-san-francisco-ca/5ptdddn/,0,Un-verified,1
1160 Mission St,"['Air Conditioning', 'Smoke Free', 'Tub/Shower', 'Sprinkler System', 'Oven', 'Range', 'Breakfast Nook', 'Hardwood Floors', 'Carpet', 'Patio']",SoMa,https://www.apartments.com/soma-san-francisco-ca/,fj1fh7t,1160 Mission St,https://www.apartments.com/1160-mission-st-san-francisco-ca/fj1fh7t/,0,Un-verified,1
1298 Treat Ave,"['Air Conditioning', 'Smoke Free', 'Tub/Shower', 'Sprinkler System', 'Oven', 'Range', 'Breakfast Nook', 'Hardwood Floors', 'Carpet', 'Tile Floors', 'Patio']",Mission,https://www.apartments.com/mission-san-francisco-ca/,9xn9sy5,1298 Treat Ave,https://www.apartments.com/1298-treat-ave-san-francisco-ca/9xn9sy5/,0,Un-verified,1
