Address,Amenities,Neighborhood,NeighborhoodLink,PropertyId,PropertyName,PropertyUrl,ReviewScore,VerifiedListing,is_single_unit
1011 E Terrace St,"['Entry closet', 'Granite Countertops', 'Juliet Balconies', 'Covered Parking', '9-Ft Ceilings', 'Washer/Dryer in Unit', 'BBQ Grill', 'Courtyard view', 'Large Windows', 'Range', 'Roof Terrace', 'Bike Storage', 'Controlled Access', 'Courtyard', 'Private Patio and Private Balcony', 'Resident Coffee Bar', 'Upgraded light fixtures', 'View', 'Cable Ready', 'Corner unit', 'Large Closets', 'Mountain view', 'Walk-in closets master bath', 'Package Service', 'Controlled Access', 'Maintenance on site', 'Property Manager on Site', 'Elevator', 'Clubhouse', 'Storage Space', 'Fitness Center', 'Bicycle Storage', 'Courtyard', 'Grill', 'Washer/Dryer', 'Cable Ready', 'Storage Space', 'Wheelchair Accessible (Rooms)', 'Dishwasher', 'Disposal', 'Granite Countertops', 'Kitchen', 'Microwave', 'Range', 'Refrigerator', 'Walk-In Closets', 'Window Coverings']",Minor,https://www.apartments.com/minor-seattle-wa/,7xrt90z,Vantage Park,https://www.apartments.com/vantage-park-seattle-wa/7xrt90z/,4.9,verified,0
209 12th Ave S,"['Dishwasher', 'Large Closets', 'Microwave', 'Stainless Steel Appliances', 'Plank-Style Flooring', 'Quartz Countertops', 'The Yard', 'Baths Include Backlit Vanity Mirror', 'Outdoor Courtyards and BBQ Grills', 'Vista Lounge & Deck', 'Makers Studio', 'Refrigerator', 'Sky Lounge & Deck', 'Community Room & Co-Working Lounge', 'Efficient Appliances', 'Full Size Washer & Dryer', 'Patio/Balcony', 'Co-Working Lobbies', 'Karaoke Corner', 'The Commons', 'The Garden', 'Vault Bar', 'Cable Ready', 'Designer Tile Backsplash', 'Dog Run and Spa', 'Remote Workspaces', 'Screening Room', 'Yesler Lounge', 'Property Manager on Site', 'On-Site Retail', 'Pet Play Area', 'Pet Washing Station', 'Key Fob Entry', 'Lounge', 'Conference Rooms', 'Fitness Center', 'Spa', 'Media Center/Movie Theatre', 'Roof Terrace', 'Grill', 'Washer/Dryer', 'Air Conditioning', 'Cable Ready', 'Dishwasher', 'Granite Countertops', 'Stainless Steel Appliances', 'Microwave', 'Refrigerator', 'Hardwood Floors', 'Balcony', 'Patio', 'Deck', 'Yard']",First Hill,https://www.apartments.com/first-hill-seattle-wa/,hwhflg0,Mason & Main,https://www.apartments.com/mason-main-seattle-wa/hwhflg0/,4.9,verified,0
101 6th Ave S,"['On-Site Management', 'Affordable', 'Controlled Access Rentable Parking', 'Water Sewer And Trash Included In Rent', '24-Hour Emergency Maintenance', 'City Views in Select Homes', 'Energy Efficient', 'Laundry In Unit', 'Roof Deck Or Sun Deck', '3-Star Built Green', 'Bike Storage', 'Controlled Access Bike Storage', 'Handicap Accessible', 'Large Windows', 'Package Acceptance', 'Community Wifi', 'Hard Surface Counters', 'Income Restricted', 'Smart Layouts', 'Water View in Select Homes', 'Convenient State Of The Art Laundry Rooms', 'Modern Finishes', 'Resident Lounge And Full Kitchen With Wifi Located', 'Wood Inspired Flooring', 'Brand New Appliances', 'Controlled Access Building', 'Roof Deck With City And Water Views', 'Package Service', 'Wi-Fi', 'Laundry Facilities', 'Controlled Access', 'Maintenance on site', 'Property Manager on Site', 'Recycling', 'Composting', 'Elevator', 'Lounge', 'Bicycle Storage', 'Sundeck', 'Wi-Fi', 'Washer/Dryer', 'Washer/Dryer Hookup', 'Air Conditioning', 'Smoke Free', 'Cable Ready', 'Tub/Shower', 'Sprinkler System', 'Dishwasher', 'Kitchen', 'Refrigerator', 'Freezer', 'Quartz Countertops', 'Hardwood Floors', 'High Ceilings', 'Deck']",Pioneer Square,https://www.apartments.com/pioneer-square-seattle-wa/,8mhszb0,HANA Apartments,https://www.apartments.com/hana-apartments-seattle-wa/8mhszb0/,4.6,verified,0
2428 NW Market St,"['Inflatable Kayak', 'Inflatable Paddle Board', 'Nine-foot ceilings', 'Recycling center on every level', 'Traditional Kayak', 'Ballard Cityscape and an ideal Urban location', 'LEED Silver Certified community', 'Elegant quartz countertops in kitchens & bathrooms', 'Abundant natural light', 'Designer lighting package', 'Individual Climate Control', 'Pantries*', 'Traditional Paddle Board', 'Two interior design finish packages', 'WHEEL HOUSE bike room and indoor storage facilities', 'Fully equipped kitchens with stainless steel appliances', 'Grill', 'On Site Maintenance', 'Breatheasy® smoke-free community -- inside and out', 'Electric car charging stations', 'On Site Management', 'Spacious lobby with seating area and elaborate fireplace', 'Under-mount kitchen sinks', 'Package Service', 'Controlled Access', 'Maintenance on site', 'Property Manager on Site', 'Video Patrol', 'On-Site Retail', 'Recycling', 'Dry Cleaning Service', 'Online Services', 'Composting', 'Planned Social Activities', 'Pet Play Area', 'Pet Washing Station', 'EV Charging', 'Business Center', 'Clubhouse', 'Multi Use Room', 'Storage Space', 'Disposal Chutes', 'Conference Rooms', 'Fitness Center', 'Bicycle Storage', 'Gated', 'Fenced Lot', 'Roof Terrace', 'Sundeck', 'Courtyard', 'Grill', 'Picnic Area', 'Wi-Fi', 'Washer/Dryer', 'Heating', 'Ceiling Fans', 'Smoke Free', 'Cable Ready', 'Storage Space', 'Double Vanities', 'Tub/Shower', 'Fireplace', 'Sprinkler System', 'Dishwasher', 'Disposal', 'Ice Maker', 'Granite Countertops', 'Stainless Steel Appliances', 'Pantry', 'Island Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Range', 'Refrigerator', 'Freezer', 'Hardwood Floors', 'Carpet', 'Den', 'Vaulted Ceiling', 'Views', 'Walk-In Closets', 'Linen Closet', 'Double Pane Windows', 'Window Coverings', 'Balcony']",Ballard,https://www.apartments.com/ballard-seattle-wa/,twk16f9,AMLI Mark24,https://www.apartments.com/amli-mark24-seattle-wa/twk16f9/,5.0,verified,0
112 Boren Ave N,"['Peloton Bikes And Mirror', 'Designer Furnished Suites Available', 'Private Dining Room', 'Package Service', 'Wi-Fi', 'Controlled Access', 'Maintenance on site', 'Property Manager on Site', 'Concierge', '24 Hour Access', 'Furnished Units Available', 'On-Site Retail', 'Online Services', 'Planned Social Activities', 'Guest Apartment', 'Pet Play Area', 'Pet Washing Station', 'EV Charging', 'Public Transportation', 'Key Fob Entry', 'Elevator', 'Business Center', 'Clubhouse', 'Lounge', 'Multi Use Room', 'Storage Space', 'Disposal Chutes', 'Conference Rooms', 'Fitness Center', 'Hot Tub', 'Sauna', 'Spa', 'Pool', 'Playground', 'Bicycle Storage', 'Basketball Court', 'Media Center/Movie Theatre', 'Gated', 'Roof Terrace', 'Sundeck', 'Cabana', 'Courtyard', 'Grill', 'Picnic Area', 'Dog Park', 'High Speed Internet Access', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Tub/Shower', 'Dishwasher', 'Disposal', 'Ice Maker', 'Stainless Steel Appliances', 'Microwave', 'Oven', 'Range', 'Refrigerator', 'Freezer', 'Dining Room', 'Walk-In Closets', 'Furnished', 'Window Coverings', 'Floor to Ceiling Windows', 'Balcony']",South Lake Union,https://www.apartments.com/south-lake-union-seattle-wa/,m93gvph,Onni South Lake Union,https://www.apartments.com/onni-south-lake-union-seattle-wa/m93gvph/,4.9,verified,0
4100 SW Edmunds St SW,"['Fire Pit Lounge', 'Bicycle Storage', 'Walkscore Of 95', '24-hour Package Lockers With Amazon Hub', 'Brand New Outdoor Grilling And Barbecue', 'On-site Dog Park', 'Pet Wash Station!', 'Package Service', 'Laundry Facilities', 'Controlled Access', 'Maintenance on site', 'Property Manager on Site', 'Pet Care', 'Pet Play Area', 'Pet Washing Station', 'Elevator', 'Business Center', 'Clubhouse', 'Lounge', 'Fitness Center', 'Bicycle Storage', 'Gameroom', 'Gated', 'Courtyard', 'Grill', 'High Speed Internet Access', 'Washer/Dryer', 'Heating', 'Ceiling Fans', 'Cable Ready', 'Tub/Shower', 'Dishwasher', 'Disposal', 'Stainless Steel Appliances', 'Eat-in Kitchen', 'Microwave', 'Oven', 'Range', 'Refrigerator', 'Hardwood Floors', 'Carpet', 'Dining Room', 'Views', 'Walk-In Closets', 'Loft Layout', 'Patio', 'Deck']",Junction,https://www.apartments.com/junction-seattle-wa/,84egbw0,Elan 41,https://www.apartments.com/elan-41-seattle-wa/84egbw0/,0,verified,0
103 12th Ave,"['Polished Concrete Flooring', 'Upgraded Lighting & Fixtures', '24-Hour Controlled Access Package Room', 'Onsite, Rooftop Bark Park', 'Open-Concept Studio, 1 & 2 Bedroom Floor Plans', 'Outdoor Lounge w/ Gas Grills & Fire Pit', '9-Foot Ceilings', 'Controlled Access Building', 'Entertaining Clubhouse w/ Kitchen', 'Espresso Cabinetry w/ Brushed Nickel Hardware', 'Fully Equipped 24-Hour Fitness Center', 'Stainless-Steel Appliances', 'Bicycle Storage & Repair Station', 'Hardwood-Style Plank Flooring', 'Multi-Level, Controlled Access Parking Garage', 'Oversized Windows', 'Pet-Friendly Community', 'Views of the City & Neighborhood', 'Built-In Open Shelving in Kitchen', 'Full-Size, Stacked Washer & Dryer', 'Gourmet Breakfast Bar', 'LEED Gold Certification', 'Snowflake Quartz Countertops', 'Tile Backsplash', 'WiFi Throughout Social Spaces', 'Package Service', 'Community-Wide WiFi', 'Controlled Access', 'Pet Play Area', 'Elevator', 'Clubhouse', 'Lounge', 'Breakfast/Coffee Concierge', 'Fitness Center', 'Bicycle Storage', 'Grill', 'Wi-Fi', 'Washer/Dryer', 'Stainless Steel Appliances', 'Kitchen', 'Hardwood Floors', 'Views']",Minor,https://www.apartments.com/minor-seattle-wa/,cm38mee,Anthem on 12th,https://www.apartments.com/anthem-on-12th-seattle-wa/cm38mee/,4.1,verified,0
1001 Minor Ave,"['Gathering and Networking Spaces', 'Indoor and Outdoor Entertaining Areas', 'Fitness Center', 'On-Site Management', 'Additional Storage', 'Community Events', 'Package Lockers', 'Rooftop or Observatory Deck', 'Walk-In or Bathtub Showers', 'Motorized Shades', 'Party Lounge', 'Stainless Steel Appliances', 'WiFi in Common Areas', 'Balconies in Select Apartments', 'Central Heat and Air Conditioning', 'Complimentary Coffee Station', 'Pet Friendly', 'Secure Building Access', 'Tile Backsplash', 'Community App Powered by Cobu', 'Fire Pit, Fireplace, or Both', 'LEED Silver Certified', 'Quartz Countertops', 'Secure Garage Parking with EV Charging Stations', 'Tall Ceiling Heights', 'Work Lounge', 'Coworking Spaces', 'Customizable Closet System', 'Demonstration Kitchen', 'Designer-Furnished Apartments Available', 'Elevator', 'USB Outlets', 'Vinyl Plank Wood Flooring', 'Entertainment Lounge', 'Grilling Station', 'Keyless Apartment Entry', 'Refrigerator, Dishwasher, and Microwave', 'Short Term Lease', 'Smoke-Free Community', 'Washer and Dryer', 'Washer/Dryer', 'Air Conditioning', 'Furnished']",First Hill,https://www.apartments.com/first-hill-seattle-wa/,rwd8ec0,Sentral First Hill,https://www.apartments.com/sentral-first-hill-seattle-wa/rwd8ec0/,5.0,verified,0
1146 Harrison St,"['App Dishwasher', 'Appliances Stainless', 'App W/D', 'BBQ Grill', 'Club House', 'Gas Range', 'Loft/townhouse homes available', 'Media Room', 'Online rent payment & maintenance requests', 'ADA Handicap Equipped', 'App Refrigerator', 'Fetch Package Service', 'Floating bathroom vanities *', 'On-site retail', 'Roller shades', 'Ceiling 10ft', 'Co-working space with private offices', 'On-site coffee shop', 'Storage', 'Quartz countertops with subway tile backsplash', 'Theater', 'Walk-in closets and built-ins *', '24-hr emergency maintenance', 'Ac Port', 'EV car charging stations', 'Kitchen', 'LEED Silver Certified', 'Pet relief area with wash-down system', '24-hr package lockers', 'Balcony', 'Bike storage', 'On-site parking', 'Pendant lighting *', 'Tile bath surrounds with oversized soaking tubs', 'TV Lounge', 'Closet Walk-in', 'Complimentary WiFi in common areas', 'Private patios and courtyard access *', 'Rentable storage rooms', 'Resident lounge with bar and game area', 'Square Footage 09', 'Wood style flooring', 'Package Service', 'Wi-Fi', 'Property Manager on Site', 'On-Site Retail', 'Recycling', 'Pet Care', 'Pet Play Area', 'EV Charging', 'Business Center', 'Clubhouse', 'Lounge', 'Storage Space', 'Fitness Center', 'Bicycle Storage', 'Media Center/Movie Theatre', 'Roof Terrace', 'Courtyard', 'Grill', 'Wi-Fi', 'Tub/Shower', 'Dishwasher', 'Stainless Steel Appliances', 'Kitchen', 'Range', 'Refrigerator', 'Walk-In Closets', 'Balcony', 'Patio', 'Deck']",South Lake Union,https://www.apartments.com/south-lake-union-seattle-wa/,7n52vsx,Marlowe,https://www.apartments.com/marlowe-seattle-wa/7n52vsx/,4.8,verified,0
400 Queen Anne Ave N,"['Electric car charging stations', 'Electronic wall safe', 'Hardwood-style plank flooring', 'Courtyard with outdoor seating', 'Extra storage available', 'Full-capacity front loading washer and dryer', '24-hour fitness center', 'Air conditioning in every home', 'Bike storage available with repair station', 'Contemporary cabinetry', 'Free WiFi available in all common areas', 'Private deck in most homes', 'Work-at-home fireside lounge', 'EV Charging', 'Lounge', 'Fitness Center', 'Bicycle Storage', 'Courtyard', 'Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Deck']",Lower Queen Anne,https://www.apartments.com/lower-queen-anne-seattle-wa/,3v4ms5d,Artix,https://www.apartments.com/artix-seattle-wa/3v4ms5d/,0,verified,0
4730 20th Ave NE,"['Twin Bed Frame', 'Secured Entry', 'Online Resident Portal', 'Professional Maintenance Team', 'Microwave + Refrigerator', 'Shared Kitchen And Laundry Facilities', 'Laundry Facilities', 'Controlled Access', '24 Hour Access', 'Furnished Units Available', 'Recycling', 'Renters Insurance Program', 'Online Services', 'Public Transportation', 'Lounge', 'Storage Space', 'Bicycle Storage', 'Individual Locking Bedrooms', 'Private Bathroom', 'Walk To Campus', 'Individual Leases Available', 'High Speed Internet Access', 'Wi-Fi', 'Heating', 'Smoke Free', 'Storage Space', 'Tub/Shower', 'Sprinkler System', 'Kitchen', 'Microwave', 'Refrigerator', 'Freezer', 'Instant Hot Water', 'Hardwood Floors', 'Vinyl Flooring', 'Basement', 'Furnished']",University District,https://www.apartments.com/university-district-seattle-wa/,ch2fkgd,Aubrey Studios,https://www.apartments.com/aubrey-studios-seattle-wa/ch2fkgd/,4.9,verified,0
1029 S Jackson St,"['Thoughtfully designed living spaces', 'A 98 Walk Score making it a “walkers’ paradise”', 'Two designer-selected color scheme options', 'Washer and dryer in every home', 'Modern plank flooring in living areas', 'Rental Furniture Available From CORT', 'Expansive windows that welcome light in', 'Modern cabinetry aglow with undercabinet lighting', 'Cozy carpeting throughout bedrooms', 'Walk in showers', 'Air conditioning', 'Convenient USB port', 'Walk in closets (many homes)', 'Pet Washing Station', 'EV Charging', 'Lounge', 'Fitness Center', 'Bicycle Storage', 'Gated', 'Roof Terrace', 'Grill', 'Washer/Dryer', 'Air Conditioning', 'Stainless Steel Appliances', 'Carpet', 'Den', 'Walk-In Closets', 'Balcony', 'Patio']",Chinatown,https://www.apartments.com/chinatown-seattle-wa/,bwdhwwb,BEAM,https://www.apartments.com/beam-seattle-wa/bwdhwwb/,3.8,verified,0
1201 Mercer St,"['Ceiling Fan', 'Night Patrol', 'Microwave', 'Storage Lockers Available', 'View', 'Loft Bedrooms*', 'Hardwood Inspired Floors', 'High Ceilings', 'Refrigerator', 'Tech plus-ups', 'Stylish finishes', 'Cable Ready', 'Online Resident Portal', 'Electric Car Charging Station', 'Full Size Front Loading Washer/Dryer', 'High-end kitchen appliances', 'LEED Certified Energy Efficient Building', 'Recreation Room', 'Rooftop Entertainment Area', 'Amazon Shuttle Stop', 'BBQ/Picnic Area', 'Dual Pane Windows', 'Rooftop Dog Run', 'Package Service', 'Controlled Access', 'Maintenance on site', 'Property Manager on Site', '24 Hour Access', 'Online Services', 'Pet Play Area', 'EV Charging', 'Public Transportation', 'Clubhouse', 'Lounge', 'Multi Use Room', 'Fitness Center', 'Gameroom', 'Gated', 'Roof Terrace', 'Grill', 'Picnic Area', 'High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer', 'Heating', 'Ceiling Fans', 'Smoke Free', 'Cable Ready', 'Storage Space', 'Tub/Shower', 'Dishwasher', 'Disposal', 'Granite Countertops', 'Kitchen', 'Microwave', 'Oven', 'Range', 'Refrigerator', 'Freezer', 'Breakfast Nook', 'Hardwood Floors', 'Dining Room', 'Recreation Room', 'Views', 'Linen Closet', 'Double Pane Windows', 'Patio']",South Lake Union,https://www.apartments.com/south-lake-union-seattle-wa/,ye5ck9r,Rivet Apartments,https://www.apartments.com/rivet-apartments-seattle-wa/ye5ck9r/,5.0,verified,0
2019 Boren Ave,"['Air Conditioner', 'Car Charging Station', 'Gas Range', 'Washer/Dryer', 'Window Coverings', 'Efficient Appliances', 'Recreation Room', 'Recycling', 'View', 'Media Room', 'Patio/Balcony', 'Disposal', 'Green Building', 'Quartz Countertops', 'BBQ/Picnic Area', 'Electronic Thermostat', 'Cable Ready', 'Hardwood Floors', 'Large Closets', 'Bike Racks', 'Dishwasher', 'Extra Storage', 'High Ceilings', 'Microwave', 'Package Service', 'Community-Wide WiFi', 'Wi-Fi', 'Maintenance on site', 'Property Manager on Site', 'Doorman', 'Concierge', 'On-Site Retail', 'Recycling', 'Maid Service', 'Guest Apartment', 'Pet Play Area', 'Pet Washing Station', 'EV Charging', 'Public Transportation', 'Elevator', 'Business Center', 'Clubhouse', 'Lounge', 'Breakfast/Coffee Concierge', 'Storage Space', 'Conference Rooms', 'Fitness Center', 'Sauna', 'Spa', 'Pool', 'Playground', 'Bicycle Storage', 'Walking/Biking Trails', 'Gameroom', 'Media Center/Movie Theatre', 'Roof Terrace', 'Grill', 'Picnic Area', 'Washer/Dryer', 'Air Conditioning', 'Cable Ready', 'Tub/Shower', 'Dishwasher', 'Disposal', 'Stainless Steel Appliances', 'Pantry', 'Island Kitchen', 'Microwave', 'Range', 'Hardwood Floors', 'Vinyl Flooring', 'Office', 'Recreation Room', 'Den', 'Built-In Bookshelves', 'Views', 'Walk-In Closets', 'Linen Closet', 'Window Coverings', 'Large Bedrooms', 'Balcony', 'Patio']",Denny Triangle,https://www.apartments.com/denny-triangle-seattle-wa/,738xtcx,The Ivey on Boren,https://www.apartments.com/the-ivey-on-boren-seattle-wa/738xtcx/,0,verified,0
8704 Greenwood Ave N,"['Rooftop Deck with Expansive Views', 'Expansive Windows', 'Private Co-Working Spaces', 'Quartz Countertops', 'Vinyl Wood Plank Flooring', 'Game Room', 'Air Conditioning in Select Homes', 'Dog Run', 'BBQ Grilling Station and Firepits', 'AC Ports', 'Smart Home Features', 'Stainless Steel Appliances', 'Public Transportation', 'Clubhouse', 'Fitness Center', 'Gameroom', 'Air Conditioning', 'Stainless Steel Appliances', 'Deck']",Greenwood,https://www.apartments.com/greenwood-seattle-wa/,v1lxw4g,The Hemlock,https://www.apartments.com/the-hemlock-seattle-wa/v1lxw4g/,0,verified,0
221 Minor Ave N,"['Quartz Countertops', 'Smoke Free Living', 'Night Patrol', 'Virtual Tours Available', 'Laundry Facilities', 'Maintenance on site', 'Property Manager on Site', 'Elevator', 'Clubhouse', 'Storage Space', 'Fitness Center', 'Gated', 'Sundeck', 'Washer/Dryer', 'Air Conditioning', 'Smoke Free', 'Storage Space', 'Dishwasher', 'Microwave', 'Refrigerator', 'Views', 'Balcony', 'Patio']",South Lake Union,https://www.apartments.com/south-lake-union-seattle-wa/,pwl4xcr,Cascade,https://www.apartments.com/cascade-seattle-wa/pwl4xcr/,3.9,verified,0
4545 8th Ave NE,"['Bi-Weekly Payment Program', 'Lifestyle services powered by Amenify', 'Stainless steel appliances', 'Build credit score with RentTrack', 'Controlled access with keyless fob', 'Electric car charging station', 'Blonde wood plank flooring', 'Home Purchase Plan', 'Juliet balcony', 'Moving services with Move Matcher', 'Outdoor fire pit', 'Smart home package', 'USB outlet', 'Corner location', 'Resident app', 'Trash and recycling chutes', 'Den', 'Deposit free with Rhino', 'Pet friendly community', 'Smart Home GiGstreem Internet (Coming Soon)', '30-day lease guarantee', 'Handicap accessible', 'Natural on white finish package', 'Stackable washer and dryer', 'Package Service', 'Controlled Access', 'Furnished Units Available', 'Recycling', 'EV Charging', 'Elevator', 'Storage Space', 'Fitness Center', 'Media Center/Movie Theatre', 'Sundeck', 'High Speed Internet Access', 'Washer/Dryer', 'Smoke Free', 'Disposal', 'Stainless Steel Appliances', 'Den', 'Balcony']",University District,https://www.apartments.com/university-district-seattle-wa/,np3qvbp,Lightbox,https://www.apartments.com/lightbox-seattle-wa/np3qvbp/,4.9,verified,0
1260 Republican St,"['Bike repair station and indoor storage facilities', 'Recycling center on every level', 'LEED Silver Certified community', 'Efficiently programmed floor plans allow abundant natural light to penetrate deep into each livin...', 'Electric car charging stations', 'Two lush courtyards', 'Corporate furnished apartments via Local Partner', 'Efficiently programmed floor plans allow abundant natural light to penetrate deep into each living s', 'Studio, open-one, one-, and two-bedroom residences', 'Designer lighting package', 'Individual Climate Control', 'Two interior design finish packages, with quartz countertops in kitchens and bathrooms', 'Barbecue grills', 'Operable energy-efficient windows that allow for the circulation of fresh air', 'Under-mount sinks in all kitchens', 'Vinyl plank flooring in foyers, kitchens, bathrooms, & living/dining areas', 'Nine-foot* and 14-foot* ceilings', 'Solarium', 'Breatheasy ® smoke-free community -- inside and out', 'Fully equipped kitchens with stainless steel appliances', 'Package Service', 'Maintenance on site', 'Furnished Units Available', 'Recycling', 'Pet Washing Station', 'EV Charging', 'Business Center', 'Clubhouse', 'Lounge', 'Storage Space', 'Fitness Center', 'Bicycle Storage', 'Gated', 'Roof Terrace', 'Sundeck', 'Grill', 'Picnic Area', 'Lake Access', 'High Speed Internet Access', 'Washer/Dryer', 'Heating', 'Ceiling Fans', 'Smoke Free', 'Microwave', 'Range', 'Walk-In Closets', 'Window Coverings', 'Balcony', 'Patio']",South Lake Union,https://www.apartments.com/south-lake-union-seattle-wa/,wec85fk,AMLI South Lake Union,https://www.apartments.com/amli-south-lake-union-seattle-wa/wec85fk/,4.7,verified,0
1100 Boylston Ave,"['Bike Storage and Repair Station', 'Efficient Appliances', 'Music Room', 'Refrigerator', 'Clubhouse', 'Dishwasher', 'Rooftop Deck', 'Air Conditioner', 'Co-Working Spaces', 'Media Room', 'Pet Play Area', 'Controlled Access', 'Mailroom with Package Storage', 'Washer/Dryer', 'BBQ Grilling Station', 'Electronic Thermostat', 'Conference and Meeting Rooms', 'Stainless Steel Appliances', 'Pet Washing Station', 'Sky Lounge with Panoramic Views', 'Tub/Shower', '2 Home Style Finishes', 'Cable Ready', 'Courtyard', 'Hardwood Floors', 'Kitchen Island', 'Large Closets', 'Microwave', 'Package Service', 'Controlled Access', 'Maintenance on site', 'Property Manager on Site', 'Pet Play Area', 'Pet Washing Station', 'Business Center', 'Clubhouse', 'Lounge', 'Fitness Center', 'Bicycle Storage', 'Courtyard', 'Washer/Dryer', 'Air Conditioning', 'Cable Ready', 'Tub/Shower', 'Dishwasher', 'Stainless Steel Appliances', 'Kitchen', 'Microwave', 'Refrigerator', 'Hardwood Floors', 'Deck']",First Hill,https://www.apartments.com/first-hill-seattle-wa/,8mx2w62,The Victor,https://www.apartments.com/the-victor-seattle-wa/8mx2w62/,0,verified,0
210 8th Ave N,"['Outdoor sports court', 'Quartz Countertops', 'Outdoor Terrace', 'Wine Fridges*', 'Bertazzoni French Door Stainless Steel Appliances*', 'Blomberg Stainless Steel Appliances', 'Reservable Entertainment Space', 'Sky Lounge & Gallery', 'Wood-Style Flooring', 'Gas Ranges*', 'Firepits & BBQ Terrace', 'Select units feature kitchen islands', 'Vanity Mirror Lighting', 'Maintenance on site', 'Concierge', 'Pet Care', 'Business Center', 'Clubhouse', 'Lounge', 'Fitness Center', 'Washer/Dryer', 'Air Conditioning', 'Cable Ready', 'Storage Space', 'Dishwasher', 'Kitchen', 'Walk-In Closets', 'Balcony']",South Lake Union,https://www.apartments.com/south-lake-union-seattle-wa/,pfdbj8s,The Waverly,https://www.apartments.com/the-waverly-seattle-wa/pfdbj8s/,4.9,verified,0
2015 2nd Ave,"['California Closets', 'Fitness Programs/Classes', 'Linen Closet', 'Night Patrol', 'Private decks', 'Smoke Free', 'Trash Chute w/ Recycling and Compost', 'USB Charging Ports', 'Wheelchair Accessible (Rooms)', 'Bike Storage', 'Energy Star Certified Appliances', 'Exclusively designed upscale interior finishes', 'Kitchen Island', 'Pantry', 'Walk-In Closets', 'Yoga Studio/Room', 'Beverage & Popcorn Service', 'Bluetooth & Chromecast', 'Central Air Conditioning', 'Conference Room', 'Designer Tile Sorround', 'Garbage Disposal', 'Washer/Dryer', 'Courtyard', 'Deep Soaking Tub', 'Dishwasher', 'Electric window solar shades', 'Intercom/Call Box', 'Microwave', 'Solar Shades', 'Vaulted Ceiling', 'Waterfront', 'Central AC and Heating per apartment', 'Chef Style Kitchens', 'Coffee Station', 'Electric Car Charging Station', 'Gameroom', 'Guest Apartment', 'Hidden TV Outlets', 'On-Site Storage', 'Planned Social Activities', 'Walk in Closets', 'Compost', 'Contemporary wood cabinetry', 'Dining Room', 'Garage Parking', 'Instant Hot Water Dispenser', 'Pet Play Area/ Dog Park', 'Recycling', 'Rooftop Lounge', 'Sprinkler System', 'Washer/Dryer Hookup', 'Weight Machines', 'Wine Fridge*', 'Air Conditioning', 'Barbecue/Grill Area', 'Cardio Machines', 'Designer grade kitchen and bath fixtures', 'Electronic wall safe', 'LEED Rating', 'LEED Silver', 'Movie Theater', 'On-Site ATM', 'Resident Lounge', 'Video Surveillance/Patrol', 'Bike Repair/Wash Station', 'Custom closet systems', 'Fingerprint Safe', 'Gas Range', 'Hardwood Floors', 'Hardwood Vinyl Plank Flooring', 'Ice Maker', 'Large closets', 'Patio/Balcony', 'Soft Close Drawers', 'Wide plank flooring', 'Wifi in Amenity Spaces', 'Maintenance on site', 'Property Manager on Site', 'Concierge', 'Video Patrol', '24 Hour Access', 'On-Site ATM', 'Recycling', 'Composting', 'Planned Social Activities', 'Guest Apartment', 'Pet Play Area', 'EV Charging', 'Elevator', 'Clubhouse', 'Lounge', 'Multi Use Room', 'Conference Rooms', 'Fitness Center', 'Bicycle Storage', 'Gameroom', 'Media Center/Movie Theatre', 'Gated', 'Courtyard', 'Grill', 'Waterfront', 'High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer', 'Washer/Dryer Hookup', 'Air Conditioning', 'Heating', 'Smoke Free', 'Tub/Shower', 'Intercom', 'Sprinkler System', 'Wheelchair Accessible (Rooms)', 'Dishwasher', 'Disposal', 'Ice Maker', 'Stainless Steel Appliances', 'Pantry', 'Kitchen', 'Microwave', 'Range', 'Instant Hot Water', 'Hardwood Floors', 'Dining Room', 'Office', 'Vaulted Ceiling', 'Views', 'Walk-In Closets', 'Linen Closet', 'Balcony']",Pike Place Market,https://www.apartments.com/pike-place-market-seattle-wa/,sx3e5w7,Tower 12,https://www.apartments.com/tower-12-seattle-wa/sx3e5w7/,4.9,verified,0
